Familia,Especie,Nombre comun,Origen,Numero de individuos,Sector
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,4,Media Luna
Sarcophagidae,Peckia lambens (Mosca de la carne),Mosca de la carne,Introducido,1,Media Luna
Chloropidae,Monochaetoscinella anonyma (Mosca de la hierba),Mosca de la hierba,Introducido,16,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,13,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,6,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,17,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,3,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Media Luna
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Media Luna
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,1,Media Luna
Sphaeroceridae,Leptocera erythrocera (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,3,Media Luna
Limoniidae,Geranomyia tibialis (Mosca grúa),Mosca grúa,Nativo,1,Media Luna
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,4,Media Luna
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,Media Luna
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,6,Media Luna
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,39,Media Luna
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,3,Media Luna
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Media Luna
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,1,Media Luna
Chrysopidae,Chrysoperla externa (León de los áfidos),León de los áfidos,Desconocido,1,Media Luna
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,2,Media Luna
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,1,Media Luna
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Media Luna
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Media Luna
Brentidae,Brentus volvulus (Escarabajo),Escarabajo,Introducido,1,Media Luna
Ptiliidae,Acrotrichis discolouroides (Escarabajo),Escarabajo,Introducido,1,Media Luna
Ptiliidae,Acrotrichis discolouroides (Escarabajo),Escarabajo,Introducido,1,Media Luna
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,1,Media Luna
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,3,Cascajo
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,5,Cascajo
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,1,Cascajo
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,Cascajo
Sarcophagidae,Peckia lambens (Mosca de la carne),Mosca de la carne,Introducido,2,Cascajo
Sarcophagidae,Peckia lambens (Mosca de la carne),Mosca de la carne,Introducido,3,Cascajo
Sarcophagidae,Peckia lambens (Mosca de la carne),Mosca de la carne,Introducido,1,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,25,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,18,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,9,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,3,Cascajo
Agromyzidae,Melanagromyza floris (Mosca minadora de hojas),Mosca minadora de hojas,Nativo,1,Cascajo
Agromyzidae,Melanagromyza floris (Mosca minadora de hojas),Mosca minadora de hojas,Nativo,2,Cascajo
Calliphoridae,Lucilia eximia (Mosca verde),Mosca verde,Introducido,2,Cascajo
Asteiidae,Loewimyia fasciata (-),-,Endémico,1,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,3,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,14,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,Cascajo
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,1,Cascajo
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,1,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,8,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,5,Cascajo
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,1,Cascajo
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,Cascajo
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,Cascajo
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,1,Cascajo
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,6,Cascajo
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,4,Cascajo
Formicidae,Paratrechina longicornis (Hormiga),Hormiga,Introducido,2,Cascajo
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,9,Cascajo
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,2,Cascajo
Coccinellidae,Cheilomenes sexmaculata (Catarina),Catarina,Desconocido,1,Cascajo
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,2,Cascajo
Curculionidae,Faustinus rhombifer (Escarabajo),Escarabajo,Nativo,1,Cascajo
Vespidae,Brachygastra lecheguana (Avispa negra de papel),Avispa negra de papel,Introducido,1,Cascajo
Lygaeidae,Pseudopachybrachius nesovinctus (Chinche de semillas),Chinche de semillas,Endémico,1,Cascajo
Vespidae,Polistes versicolor (Avispa de papel),Avispa de papel,Introducido,1,Cascajo
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,2,Cascajo
Lygaeidae,Pseudopachybrachius nesovinctus (Chinche de semillas),Chinche de semillas,Endémico,1,Cascajo
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,7,Bellavista
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,3,Bellavista
Sciaridae,Pseudolycoriella cavatica (Mosquito de los hongos),Mosquito de los hongos,Desconocido,11,Bellavista
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,13,Bellavista
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,12,Cascajo
Calliphoridae,Lucilia eximia (Mosca verde),Mosca verde,Introducido,1,Cascajo
Sphaeroceridae,Leptocera erythrocera (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,1,Bellavista
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Bellavista
Limoniidae,Geranomyia tibialis (Mosca grúa),Mosca grúa,Nativo,3,Bellavista
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,Bellavista
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Bellavista
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,2,Bellavista
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,3,Bellavista
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,3,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,2,Bellavista
Ceratopogonidae,Dasyhelea atlantis (Mosquito mordedor),Mosquito mordedor,Desconocido,1,Cascajo
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,Bellavista
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,Cascajo
Dolichopodidae,Chrysotus longipalpus (Mosca de patas largas),Mosca de patas largas,Introducido,1,Bellavista
Sphaeroceridae,Bromeloecia wolverinei (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Desconocido,2,Cascajo
Sciaridae,Bradysia radicum (Mosquito de los hongos),Mosquito de los hongos,Introducido,1,Bellavista
Chrysopidae,Ceraeochrysa cincta (León de los áfidos),León de los áfidos,Desconocido,1,Cascajo
Formicidae,Tetramorium bicarinatum (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Paratrechina longicornis (Hormiga),Hormiga,Introducido,4,Cascajo
Formicidae,Tetramorium bicarinatum (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,3,Cascajo
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,15,Cascajo
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,4,Cascajo
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,1,Cascajo
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Cascajo
Curculionidae,Coelosternus leporinus (Escarabajo),Escarabajo,Introducido,1,Bellavista
Ptiliidae,Acrotrichis discolouroides (Escarabajo),Escarabajo,Introducido,1,Bellavista
Tingidae,Corythaica cytharina  (Chinche de encaje),Chinche de encaje,Endémico,1,Bellavista
Anthocoridae,Lasiochilus pallidulus (Chinche pirata),Chinche pirata,Desconocido,1,Bellavista
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,1,Bellavista
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,1,Bellavista
Lygaeidae,Neortholomus usingeri  (Chinche de semillas),Chinche de semillas,Endémico,3,Cascajo
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,2,Cascajo
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,4,Cascajo
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,1,Cascajo
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,2,Cascajo
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,1,Cascajo
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,Cascajo
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,2,Cascajo
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,2,Cascajo
Sphaeroceridae,Pullimosina heteroneura (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Desconocido,3,Cascajo
Sphaeroceridae,Pullimosina zayensis (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,1,Cascajo
Sphaeroceridae,Pullimosina zayensis (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,1,Cascajo
Sarcophagidae,Peckia lambens (Mosca de la carne),Mosca de la carne,Introducido,1,Cascajo
Sarcophagidae,Peckia lambens (Mosca de la carne),Mosca de la carne,Introducido,1,Cascajo
Chloropidae,Monochaetoscinella anonyma (Mosca de la hierba),Mosca de la hierba,Introducido,13,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,21,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,4,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,31,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,28,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Cascajo
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,2,Cascajo
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,2,Cascajo
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,1,Cascajo
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,1,Cascajo
Phoridae,"Megaselia peckorum (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Endémico,1,Cascajo
Phoridae,"Megaselia peckorum (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Endémico,1,Cascajo
Drosophilidae,Dettopsomyia formosa (Mosca del vinagre),Mosca del vinagre,Desconocido,1,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,3,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,31,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,5,Cascajo
Drosophilidae,Drosophila nebulosa (Mosca del vinagre),Mosca del vinagre,Introducido,1,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Cascajo
Drosophilidae,Zaprionus indianus (Mosca del vinagre),Mosca del vinagre,Introducido,1,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,2,Cascajo
Limoniidae,Geranomyia tibialis (Mosca grúa),Mosca grúa,Nativo,1,Cascajo
Limoniidae,Geranomyia tibialis (Mosca grúa),Mosca grúa,Nativo,2,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,3,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,3,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Cascajo
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,1,Cascajo
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,2,Cascajo
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,1,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,5,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,17,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,16,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,15,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,23,Cascajo
Ceratopogonidae,Dasyhelea borgmeieri (Mosquito mordedor),Mosquito mordedor,Nativo,1,Cascajo
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,1,Cascajo
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,3,Cascajo
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,2,Cascajo
Sphaeroceridae,Coproica hirtula (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Desconocido,1,Cascajo
Dolichopodidae,Chrysotus longipalpus (Mosca de patas largas),Mosca de patas largas,Introducido,1,Cascajo
Sciaridae,Bradysia radicum (Mosquito de los hongos),Mosquito de los hongos,Introducido,1,Cascajo
Tephritidae,Anastrepha fraterculus (Mosca de la fruta),Mosca de la fruta,Introducido,8,Cascajo
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,3,Cascajo
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,7,Cascajo
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,3,Cascajo
Formicidae,Cardiocondyla minutior (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Cardiocondyla minutior (Hormiga),Hormiga,Introducido,4,Cascajo
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,2,Cascajo
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,1,Cascajo
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,2,Cascajo
Coccinellidae,Cheilomenes sexmaculata (Catarina),Catarina,Desconocido,1,Cascajo
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,2,Cascajo
Mordellidae,Mordellistena galapagoensis (Escarabajo),Escarabajo,Endémico,1,Cascajo
Berytidae,Metacanthus tenellus (Chinche de zancos),Chinche de zancos,Nativo,1,Cascajo
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,1,Cascajo
Anthocoridae,Lasiochilus pallidulus (Chinche pirata),Chinche pirata,Desconocido,1,Cascajo
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,2,Cascajo
Berytidae,Metacanthus tenellus (Chinche de zancos),Chinche de zancos,Nativo,5,Cascajo
Coreidae,Anasa obscura (Chinche pata de hoja),Chinche pata de hoja,Desconocido,1,Cascajo
Tingidae,Corythaica cytharina  (Chinche de encaje),Chinche de encaje,Endémico,2,Cascajo
Tingidae,Teleonemia prolixa  (Chinche de encaje),Chinche de encaje,Nativo,1,Cascajo
Alydidae,Neomegalotomus parvus (Chinche de cabeza ancha),Chinche de cabeza ancha,Introducido,1,Cascajo
Tingidae,Teleonemia prolixa  (Chinche de encaje),Chinche de encaje,Nativo,2,Cascajo
Anthocoridae,Orius tristicolor  (Chinche pirata),Chinche pirata,Desconocido,1,Cascajo
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,2,Cascajo
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,3,Cascajo
Chloropidae,Monochaetoscinella anonyma (Mosca de la hierba),Mosca de la hierba,Introducido,2,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,38,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,10,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,26,Cascajo
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Cascajo
Agromyzidae,Melanagromyza floris (Mosca minadora de hojas),Mosca minadora de hojas,Nativo,1,Cascajo
Asteiidae,Loewimyia fasciata (-),-,Endémico,1,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,4,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Cascajo
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,2,Cascajo
Drosophilidae,Scaptomyza santacruzi (Mosca del vinagre),Mosca del vinagre,Endémico,1,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,6,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,28,Cascajo
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Cascajo
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,4,Cascajo
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,3,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,10,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,9,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,8,Cascajo
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,2,Cascajo
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,1,Cascajo
Ceratopogonidae,Culicoides pusillus (Mosquito mordedor),Mosquito mordedor,Introducido,1,Cascajo
Ceratopogonidae,Culicoides pusillus (Mosquito mordedor),Mosquito mordedor,Introducido,3,Cascajo
Dolichopodidae,Chrysotus baerti (Mosca de patas largas),Mosca de patas largas,Endémico,1,Cascajo
Chrysopidae,Ceraeochrysa everes (León de los áfidos),León de los áfidos,Desconocido,2,Cascajo
Chrysopidae,Ceraeochrysa everes (León de los áfidos),León de los áfidos,Desconocido,3,Cascajo
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Cascajo
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Cascajo
Coccinellidae,Cheilomenes sexmaculata (Catarina),Catarina,Desconocido,1,Cascajo
Vespidae,Polistes versicolor (Avispa de papel),Avispa de papel,Introducido,1,Cascajo
Anthocoridae,Orius tristicolor  (Chinche pirata),Chinche pirata,Desconocido,1,Cascajo
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,2,Camote
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,2,Camote
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,2,Camote
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,2,Camote
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,4,Camote
Sarcophagidae,Peckia lambens (Mosca de la carne),Mosca de la carne,Introducido,1,Camote
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,30,Camote
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,55,Camote
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,39,Camote
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,12,Camote
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,3,Camote
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,4,Camote
Calliphoridae,Lucilia eximia (Mosca verde),Mosca verde,Introducido,1,Camote
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Camote
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Camote
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,2,Camote
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,4,Camote
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,6,Camote
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,Camote
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,Camote
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,17,Camote
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,21,Camote
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,4,Camote
Ulidiidae,Euxesta callona (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Endémico,2,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,3,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,20,Camote
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,1,Camote
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,2,Camote
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,2,Camote
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,1,Camote
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,2,Camote
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,24,Camote
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,27,Camote
Formicidae,Cardiocondyla emeryi (Hormiga),Hormiga,Introducido,6,Camote
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,2,Camote
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Camote
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,6,Camote
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Camote
Brentidae,Brentus volvulus (Escarabajo),Escarabajo,Introducido,1,Camote
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,2,Camote
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,6,Camote
Miridae,Taylorilygus apicalis (Chinche de hoja),Chinche de hoja,Introducido,3,Camote
Tingidae,Teleonemia prolixa  (Chinche de encaje),Chinche de encaje,Nativo,25,Camote
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,7,Camote
Miridae,Taylorilygus apicalis (Chinche de hoja),Chinche de hoja,Introducido,6,Camote
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,3,Camote
Tingidae,Corythaica cytharina  (Chinche de encaje),Chinche de encaje,Endémico,7,Camote
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,22,Camote
